BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-ESP;ESP Components;1267040815;P00268 - Electronic Stability Program (ESP);1267040815;EJOT SE & Co. KG;40169390;DAMPER
VM-NBS; ;0204841864;P00110 - Electrical Actuation;0204841864;M+ACER AUTOMOTIVE SYSTEMS PV. LTD.;8536500090;FLUID LEVEL SWITCH
VM-ATC;Miscellaneous Other Actuation;0204259247;P00870 - Conventional Actuation;0204259247;BAUD POLSKA SP. Z O. O.;8481901000;PLUNGER
VM-ESP;TCS Components;6117407300;P00268 - Electronic Stability Program (ESP);6117407300;MAGNEKON  S A  DE C V;8544110030;COPPER WIRE
VM-EPS;Car steer Assembly/Single part;4532006310;ER - EPS dp;4532006310;NN Inc.;87089412;PINION
VM-NBS;iBooster Gen2 parts;0204864BR2;P00110 - Electrical Actuation;0204864BR2;SCHERDEL GmbH;7320209000;SPRING
VM-ESP;ESP Components;1260223808;P00268 - Electronic Stability Program (ESP);1260223808;Horst Scholz GmbH + Co. KG;99030219;SEAL
VM-ESP;ESP Components;1260328916;P00268 - Electronic Stability Program (ESP);1260328916;Paul Bippus GmbH & Co.KG;99030125;PUMP CYLINDER
VM-EPS;Car steer Assembly/Single part;4532046714;ER - EPS apa;4532046714;Eurocast Mexico S.A. de C.V.;99039405;COVER GEAR
VM-ESP;TCS Components;1260526863;P00268 - Electronic Stability Program (ESP);1260526863;TRANS-MATIC MANUFACTURING;8708309990;SEALING CAP
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ESP;ESP Components;1260206828;P00268 - Electronic Stability Program (ESP);1260206828;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;0204742300;P00870 - Conventional Actuation;0204742300;TRO Manufacturing Co., Inc.;87083099;PLATE/DISC
VM-ESP;ESP Components;1264210841;P00268 - Electronic Stability Program (ESP);1264210841;Plant Blaichach;85059000;COIL
VM-ESP;PD_Damping_Unit (Pressure Damper);1267031874;P00268 - Electronic Stability Program (ESP);1267031874;Plant Blaichach;8479899990;DAMPER
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;TWS Components;1268001935;P00257 - Two Wheeler Safety (TWS);1268001935;Shenzhen Zhaowei Machinery &;85013119;MOTOR
VM-ESP;TWS Components;1268001935;P00257 - Two Wheeler Safety (TWS);1268001935;Shenzhen Zhaowei Machinery &;85013119;MOTOR
VM-EPS;Car steer Assembly/Single part;0770020032;ER - EPS apa;0770020032;Plant Queretaro;7318160085;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KRS - SEIGERT GmbH;8482910000;BALL
VM-ESP;TCS Components;2260210711;P00265 - Anti-Lock Brake System (ABS) w/o TWS;2260210711;HUTCHINSON - LE JOINT FRANCAIS;40169320;O-RING
VM-EPS;Car steer Assembly/Single part;7805053673;ER - EPS dp;7805053673;Plant Queretaro;8708947550;PINION
VM-ATC;Miscellaneous Other Actuation;0204223478;P00870 - Conventional Actuation;0204223478;NISSAN SPRING(THAILAND)Co.,Ltd;87083000;CLIP & CLAMP
VM-ESP; ;1261119836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1261119836;Schreiner Group Gmbh & Co. Kg;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095032113;CS - Hydr. Steering;8095032113;Hasenthaler Kunststoffverarbeitung;3926909090;WASHER
VM-ATC;Hydraulic Booster;0204845043;P00870 - Conventional Actuation;0204845043;SAMOT INDUSTRIA MECANICA;8413919060;PISTON
VM-ESP;TCS Components;1903230509;P00268 - Electronic Stability Program (ESP);1903230509;KRS - SEIGERT GmbH;8482910010;BALL
VM-VDS;DF30-H;F0C12B2142;P00244 - DF;F0C12B2142;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-OSS;PAS6f;0285500569;P00051 - Airbag Sensors;0285500569;Plant Wujin;90318000;SENSOR
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-VDS;DF Components;F0C12B2033;P00244 - DF;F0C12B2033;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ABS Components;1267431870;P00268 - Electronic Stability Program (ESP);1267431870;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-VDS;DF Components;F00C1C8879;P00244 - DF;F00C1C8879;AUTOMATION TOOL & DIE INC;83023091;CLIP & CLAMP
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1260325821;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260325821;Plant Blaichach;99030133;VALVE SLEEVE/BEARING
VM-ESP;TCS Components;1260556801;P00267 - Traction Control System (TCS);1260556801;Hubert Stueken GmbH & Co. KG;8481901000;tbd
VM-ESP;PE9 (Pump Element);1267090918;P00268 - Electronic Stability Program (ESP);1267090918;Plant Blaichach;8413910000;PUMP ELEMENT
VM-VDS;DF Components;F0C12M1052;P00244 - DF;F0C12M1052;Sumitomo Wiring Systems USA Inc.;85389001;COVER OTHERs
VM-ATC;Miscellaneous Other Actuation;0204822139;P00870 - Conventional Actuation;0204822139;FREUDENBERG-NOK GENERAL PARTNERSHIP;48239099;GASKET
VM-ESP;ESP Components;1263414854;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414854;Fujita Rashi Kougyou Co. Ltd.;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;CDD (Damper);1267031870;P00268 - Electronic Stability Program (ESP);1267031870;Plant Blaichach;"8479899990;8479899990";DAMPER
VM-NBS;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;BAUD POLSKA SP. Z O. O.;8708309990;CLEVIS
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;99030125;FILTER
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-NBS;IPB1.0;020486412X;P01893 - IPB;020486412X;TEKNIA SAN LUIS POTOSI;8413919085;BRAKE FLUID RESERVOIR
VM-NBS;IPB1.0;1267431881;P01893 - IPB;1267431881;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-ESP;ABS Components;1267431869;P00268 - Electronic Stability Program (ESP);1267431869;Weppler Filter GmbH;99030125;FILTER
VM-ESP;MV_SCx (Magnet Valve);1267698801;P00268 - Electronic Stability Program (ESP);1267698801;Plant Charleston;84812099;SOLENOID VALVE
VM-EPS;EPSdp_Worm_9EZ_LHD;7802004562;ER - EPS dp;7802004562;IMS Gear Georgia LLC;87089412;WORM
VM-ESP;ABS Components;1260313884;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260313884;Plant Blaichach;"8481901000;8481901000";VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1263104813;P00268 - Electronic Stability Program (ESP);1263104813;G. Rau GmbH & Co. KG;8481901000;POLE BODY
VM-ESP;ESP Components;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-NBS;LIPS-PB;1264500122;P01893 - IPB;1264500122;Plant Blaichach;8543709990;SENSOR
VM-ESP;MV_OSx (Magnet Valve);1267691801;P00268 - Electronic Stability Program (ESP);1267691801;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-VDS;DF Components;F00C1H3088;P00244 - DF;F00C1H3088;Hangzhou Amphenol JET;85369090;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;PE9 (Pump Element);1267090918;P00268 - Electronic Stability Program (ESP);1267090918;Plant Blaichach;8413910000;PUMP ELEMENT
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;73269099;BUSHING
VM-ATC;Miscellaneous Other Actuation;02042A2574;P00870 - Conventional Actuation;02042A2574;TRO Manufacturing Co., Inc.;87083099;CLEVIS
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ATC;Miscellaneous Other Actuation;F02C421223;P00870 - Conventional Actuation;F02C421223;Agrati GIE;73181400;SEAL
VM-ESP;ESP Components;1261320902;P00268 - Electronic Stability Program (ESP);1261320902;Atlantic Tool & Die Company;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ESP Components;1260450822;P00268 - Electronic Stability Program (ESP);1260450822;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-NBS;IPB1.0;1263031855;P01893 - IPB;1263031855;A. Berger Praezisionsdrehteile;8481901000;ARMATURE
VM-ATC; ;F01G1610J2;P00870 - Conventional Actuation;F01G1610J2;FUKOKU Co., LTD;40169390;DIAPHRAGM
VM-ATC;Miscellaneous Other Actuation;0204710250;P00870 - Conventional Actuation;0204710250;Ouchi Industry Co., Ltd.;73182200;WASHER
VM-ATC;Miscellaneous Other Actuation;0204259654;P00870 - Conventional Actuation;0204259654;Saint-Gobain Performance;8481901000;CLIP & CLAMP
VM-CVS;Truck steer Assembly/Single part;8298376107;CS - Electr. Steering;8298376107;Valeo AutoElectric Magyarorszag Kft;9031809090;SENSOR
VM-NBS;Miscellaneous Other Actuation;0204254357;P00110 - Electrical Actuation;0204254357;SFS Group Schweiz AG;8708309990;ROD
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-EPS;Car steer Assembly/Single part;7818040195;ER - EPS apa;7818040195;Poeppelmann Kunststoff-Technik;3923500000;PROTECTION CAP / SLEEVE
VM-CVS;SU ST Gen3_5VT_CS-SCU2_B3a_M4_24V;4533010741;CS - Electr. Steering;4533010741;Plant Schwäbisch Gmünd;8501520090;ELECTRIC SERVO UNIT
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;EJOT SE & Co. KG;40169390;DAMPER
VM-EPS;Car steer Assembly/Single part;4532032169;ER - EPS dp;4532032169;IMS Gear Georgia LLC;87089412;PINION
VM-ESP;ABS Components;1263121879;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121879;Plant Blaichach;8481901000;VALVE BODY
VM-CVS;Others Assembly/Single part;0770075228;CS - Hydr. Steering;0770075228;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-VDS;DF Components;F00C1C8919;P00244 - DF;F00C1C8919;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;0634306238;ER - EPS apa;0634306238;PARKER HANNIFIN CORPORATION;40169304;O-RING
VM-ATC;Miscellaneous Other Actuation;0204258960;P00870 - Conventional Actuation;0204258960;COMPTOIR GENERAL DU RESSORT;73209090;SPRING
VM-NBS;IPB1.0;1263031855;P01893 - IPB;1263031855;A. Berger Praezisionsdrehteile;8481901000;ARMATURE
VM-ESP;ABS Components;5000000088;P00268 - Electronic Stability Program (ESP);5000000088;Plant Charleston;32141001;Chemical products (OIL, GREASE, CLOTH..)
VM-VDS;DF Components;F00C1T0012;P00244 - DF;F00C1T0012;TTI INC;85389001;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS;Reservoir;0204841844;P00110 - Electrical Actuation;0204841844;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-VDS;DF Components;F0C12T3006;P00244 - DF;F0C12T3006;Sumitomo Wiring Systems USA Inc.;85369099;tbd
VM-ESP;PA_ABS CLAB;0130108276;P00268 - Electronic Stability Program (ESP);0130108276;Plant Changsha;85013119;MOTOR
VM-VDS;DF Components;F0C12T3006;P00244 - DF;F0C12T3006;Sumitomo Wiring Systems USA Inc.;85369099;tbd
VM-VDS;DF Components;F0C12B2068;P00244 - DF;F0C12B2068;TE Connectivity Corporation;39269099;SEAL
VM-EPS;Car steer Assembly/Single part;7805040599;ER - EPS apa;7805040599;Caplugs;39269099;PROTECTION CAP / SLEEVE
VM-NBS; ;1267431885;P01893 - IPB;1267431885;SFS Group Schweiz AG;8481901000;FILTER
VM-NBS;IPB CKD-Components;1267696815;P01893 - IPB;1267696815;Plant Blaichach;8481901000;SOLENOID VALVE
VM-VDS;DF Components;F0C12B2022;P00244 - DF;F0C12B2022;Sumitomo Wiring Systems USA Inc.;85389001;COVER OTHERs
VM-VDS; ;F00C1T8737;P00244 - DF;F00C1T8737;SANSHO SHOJI CO., LTD.;3926909090;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;4532003024;ER - EPS dp;4532003024;Reich LLC;87089412;PINION
VM-CVS;Truck steer Assembly/Single part;7860009183;CS - Hydr. Steering;7860009183;Heckler GmbH;8708945090;BEVEL GEAR
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-NBS;iBooster Gen2 parts;0204846433;P00110 - Electrical Actuation;0204846433;TRO Manufacturing Co., Inc.;87083099;CLEVIS
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-NBS;Miscellaneous Other Actuation;0204254358;P00110 - Electrical Actuation;0204254358;KBS-Stanztechnik GmbH;8708309990;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;4532019177;ER - EPS dp;4532019177;Reich LLC;87089412;PINION
VM-ESP;ABS9_EA5%_ECU;0265805151;P00265 - Anti-Lock Brake System (ABS) w/o TWS;0265805151;Warehouse Suzhou;90328910;ECU
VM-ESP;ESP Components;1260325818;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260325818;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ABS Components;1260324814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324814;Horst Scholz GmbH + Co. KG;8481901000;BUSHING
VM-ATC;Reservoir;0204224217;P00870 - Conventional Actuation;0204224217;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-EPS;Car steer Assembly/Single part;4532033728;ER - EPS dp;4532033728;MATERIAS PLASTICAS y ELASTOMEROS;99030127;PROTECTION CAP / SLEEVE
VM-NBS;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Plant Blaichach;8543709990;SENSOR
VM-ESP;ESP Components;1260206828;P00268 - Electronic Stability Program (ESP);1260206828;Saint-Gobain Performance Plastics;90329000;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Car steer Assembly/Single part;4532027160;ER - EPS apa;4532027160;CTR AMERICA;99039405;ANGLE JOINT
VM-ESP;ABS Components;1260556805;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260556805;Hubert Stueken GmbH & Co. KG;8481901000;VALVE SLEEVE/BEARING
VM-CVS;Truck steer Assembly/Single part;8036342113;CS - Hydr. Steering;8036342113;Schneider Drehteile GmbH;8481804090;tbd
VM-ESP;ESP Components;1261119836;P00268 - Electronic Stability Program (ESP);1261119836;Schreiner Group Gmbh & Co. Kg;39199090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;"9026209090;9026209090";SENSOR
VM-CVS;RAS Gen3_4 _5_Cylinder_1KP_Cyl46;4533004414;CS - Electr. Steering;4533004414;Plant Schwäbisch Gmünd;8412210090;CYLINDER - CENTERING /2CIRC/COMP.AIR/STEER/WORKING
VM-ATC;Miscellaneous Other Actuation;0204848751;P00870 - Conventional Actuation;0204848751;VICO PRODUCTS;87083099;PUSH ROD BASE
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-EPS;Car steer Assembly/Single part;7802340357;ER - EPS apa;7802340357;MAX BAERMANN GMBH;8505110070;MAGNET
VM-NBS; ;1267431885;P01893 - IPB;1267431885;SFS Group Schweiz AG;8481901000;FILTER
VM-ESP;TWS Components;1260098878;P00257 - Two Wheeler Safety (TWS);1260098878;CCL DESIGN (SUZHOU) CO., LTD;39199090;ADHESIVE FILM, LABEL, STICKER
VM-ATC;Miscellaneous Other Actuation;0204808119;P00870 - Conventional Actuation;0204808119;EJOT ATF, LP;98020019;ROD
VM-ATC; ;0204815873;P00870 - Conventional Actuation;0204815873;TRO Manufacturing Co., Inc.;87083099;FRONT/REAR SHELL
VM-CVS;Truck steer Assembly/Single part;8090016187;CS - Hydr. Steering;8090016187;P.C. Turck Produktions-;8708945000;TUBE / PIPE / HOSE
VM-VDS;DF Components;F0C12B2035;P00244 - DF;F0C12B2035;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS;iBooster Gen2 parts;0204864BR2;P00110 - Electrical Actuation;0204864BR2;SCHERDEL GmbH;7320209000;SPRING
VM-VDS;DF Components;F00C1T8771;P00244 - DF;F00C1T8771;J.N.EBERLE;8543909000;BUSHING
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-NBS;Miscellaneous Other Actuation;0204254792;P00110 - Electrical Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532021630;ER - EPS apa;4532021630;iwis mechatronics Inc.;87089412;COVER SENSOR
VM-EPS;Car steer Assembly/Single part;4597000391;ER - EPS apa;4597000391;L G BALAKRISHNAN & BROS LIMITED;99039405;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;Multiusage;1260491836;P00268 - Electronic Stability Program (ESP);1260491836;iwis mechatronics GmbH & Co. KG;3923400050;CLIP & CLAMP
VM-ESP;TCS Components;1264611823;P00268 - Electronic Stability Program (ESP);1264611823;Raithel & Co Gmbh;99030133;SPRING
VM-VDS;DF Components;F00C1C8710;P00244 - DF;F00C1C8710;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-ATC;Miscellaneous Other Actuation;0204744019;P00870 - Conventional Actuation;0204744019;ECF PRECISION (THAILAND)CO.,LTD.;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1C7086;P00244 - DF;F00C1C7086;VRC Engineererd Solutions;40091102;SEAL
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-CVS;Truck steer Assembly/Single part;8298033115;CS - Electr. Steering;8298033115;Silikoneurope S.r.l.;3926909090;GASKET
VM-CVS;Truck steer Assembly/Single part;0770087001;CS - Hydr. Steering;0770087001;Robos GmbH and Co KG;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;Multiusage;1260491836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260491836;iwis mechatronics GmbH & Co. KG;85059000;CLIP & CLAMP
VM-NBS;IPB1.0;1267431883;P01893 - IPB;1267431883;Karl Kuefner GmbH & Co. KG;8708309990;FILTER
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-EPS;Car steer Assembly/Single part;4597000023;ER - EPS dp;4597000023;Plant Florence;85051999;MAGNET
VM-EPS;Car steer Assembly/Single part;7806034255;ER - EPS apa;7806034255;Neumayer Tekfor GmbH;7318190000;THREADED RING
VM-ESP;ABS Components;1260450839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260450839;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;0632311340;ER - EPS apa;0632311340;OETIKER LIMITED;99038190;CLIP & CLAMP
VM-VDS;DF Components;F00C1P3122;P00244 - DF;F00C1P3122;Sumitomo Wiring Systems USA Inc.;85369099;tbd
VM-VDS;DF Components;F00C1D4010;P00249 - Other Sensors;F00C1D4010;CRAIG TECHNOLOGIES;98020019;ROD
VM-NBS;iBooster Gen2 parts;0204847319;P00110 - Electrical Actuation;0204847319;Saint-Gobain Performance Plastics;98020019;tbd
VM-ATC;Caliper Assemblies;0204788145;P00882 - PJ-FS Medium Heavy Trucks;0204788145;ContiTech Fluid Distribudora S.A.;4016931020;SEAL
VM-NBS;IPB Remote Reservoir;1267410027;P01893 - IPB;1267410027;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB1.0;0204258571;P01893 - IPB;0204258571;ContiTech Vibration Control France;4016931000;SEAL
VM-EPS;Car steer Assembly/Single part;7831040987;ER - EPS apa;7831040987;Plant Schwäbisch Gmünd;3919109900;ADHESIVE FILM, LABEL, STICKER
VM-EPS;Car steer Assembly/Single part;7818040277;ER - EPS apa;7818040277;BANDO USA;40103999;TOOTHED BELT
VM-VDS;DF Components;F00C1C8923;P00244 - DF;F00C1C8923;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-ATC;Miscellaneous Other Actuation;0204254659;P00870 - Conventional Actuation;0204254659;COLD HEADING COMPANY;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;CDD (Damper);1267031870;P00268 - Electronic Stability Program (ESP);1267031870;Plant Blaichach;"8479899990;8479899990";DAMPER
VM-EPS;Car steer Assembly/Single part;4532003566;ER - EPS dp;4532003566;Rongtai Industrial Development Leon;"3923900080; 8708947550";HOUSING
VM-ESP;CDD (Damper);1267031870;P00268 - Electronic Stability Program (ESP);1267031870;Plant Blaichach;"8479899990;8479899990";DAMPER
VM-EPS;Car steer Assembly/Single part;4532011800;ER - EPS dp;4532011800;TEKNIA TEPEJI SA DE CV;99039405;HOUSING SERVO
VM-ESP;ABS Components;1260900811;P00268 - Electronic Stability Program (ESP);1260900811;Schaeffler Trading (Shanghai);84824000;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS; ;1267431885;P01893 - IPB;1267431885;SFS Group Schweiz AG;8481901000;FILTER
